ID, Specialization, Description, Perspectives
"24.03.03","Баллистика и гидроаэродинамика","Бакалавры данного профиля обладают профессиональной компетенцией в сфере: разработки и проектирования внешнего облика летательных приборов, гидроаппартов и других средств транспорта, исходя из технических заданий; изображения пространственных объектов на чертежах и эскизных разработок элементов машин с использованием функционала компьютерной графики; контроля изготовления испытательных средств, лабораторных макетов и моделей; проведения испытаний пилотных образцов и обработки результатов; внедрения проектно-конструкторских разработок в производство; ведения довузовской подготовки и профориентационной работы; свободного владения иностранным языком; организации работы небольшого коллектива и планирования трудового процесса персонала.К наиболее важным изучаемым предметам можно отнести: аэрогидромеханику; инженерную и компьютерную графику; сопротивление материалов; физику; метрологию, стандартизацию и сертификацию; динамику движения тела в газе и жидкости; начертательную геометрию; теоретическую механику.","Выпускник может устроиться на должность конструктора, инженера-исследователя, инженера-испытателя и инженера-расчетчика. Чаще всего сферой работы является военная промышленность, в которой почти каждый выпускник сможет найти свое призвание. При этом некоторые устремляются в направлении гражданской авиации. Наиболее сильной школой в России традиционно считается проектирование систем стабилизации и навигации, именно поэтому в данном направлении, как правило, лучше всего трудоустраиваются бывшие студенты. Это касается не только отечественных, но и зарубежных предприятий."
"24.03.04","Авиастроение","Бакалаврская степень по данному профилю дает необходимые знания, для того чтобы выполнять в профессиональной деятельности следующие практические задачи: собирать, анализировать и систематизировать исходные данные, разрабатывая конструкции летательных аппаратов и деталей к ним; конструировать изделия и системы оборудования, опираясь на технические задания и используя информационные технологии; разрабатывать документацию и оформлять законченные конструкторские работы; контролировать с использованием типовых методов соответствие разработанных документов закрепленным законодательством нормативам и стандартам; организовывать рабочий процесс и контролировать неукоснительное соблюдение технологической дисциплины; оценивать качество выпускаемых изделий; осваивать технологические процессы и проводить работу по их доводке; контролировать выполнение правил соблюдения экологической безопасности; моделировать оборудование с использованием математических методов; создавать стенды, необходимые для выполнения экспериментов; составлять отчеты о выполненных работах и принимать участие во внедрении результатов проведенных исследований и разработок;  готовить сертификацию технических средств.","В авиастроительной сфере дипломированные специалисты могут устроиться на ответственную должность авиадиспетчера. Студенты, освоившие навыки в сфере механики, могут стать авиаконструкторами или авиационными механиками. Они будут разрабатывать приборы для летательных аппаратов или непосредственно самолеты и вертолеты. В развитии по направлению проектной деятельности бакалавры могут претендовать на роль проектировщика-инженера. Для работы непосредственно на производстве бывшего студента примут на место слесаря-сборщика авиационных приборов. Те, кто интересуется научной сферой деятельности, смогут устроиться в один из НИИ и изучать проблемы, связанные с аэродинамикой и динамикой полетов."
"24.03.05","Двигатели летательных аппаратов","За время обучения бакалавры учатся справляться с такими профессиональными задачами: проводить расчеты и конструирование узлов, деталей двигателей летательных аппаратов; оформлять проектно-конструкторские работы; разрабатывать техническую и проектную рабочую документацию; проводить обоснование проектов; проводить описание принципов действия, устройства спроектированных объектов, изделий; участвовать в создании проектов технологических процессов, изделий; разрабатывать нормативную, методическую документацию, обеспечивать мероприятия по реализации двигателей летательных аппаратов; заниматься выбором материалов для создания двигателей летательных аппаратов; осуществлять контроль  технологической дисциплины; разрабатывать маршрутные карты изготовления деталей, технологических процессов, энергоустановок летательных аппаратов; осваивать новое оборудование; следить за качеством монтажа, наладки новых образцов изделий; соблюдать экологическую безопасность работ; разрабатывать технологические нормативы; анализировать затраты на качество продукции; обеспечивать эффективное взаимодействие разных профильных предприятий в процессе создания летательных аппаратов.","Будущими профессиями выпускников бакалавриата могут являться должности инженера по авиационным двигателям, технической эксплуатации двигательных аппаратов; инженера-испытателя и конструктора двигателей летательных аппаратов; техника, инженера-механика по двигателям различных летательных аппаратов, а также специалиста по двигателям летательных аппаратов, ракет. Местами трудоустройства могут быть службы компьютерного проектирования, управления производством. Также выпускники могут рассчитывать на  должности специалистов производственных, планово-экономических, маркетинговых служб различных организаций и ведущих экономистов."
"24.04.01","Ракетные комплексы и космонавтика","Магистры по данному профилю приобретают профессиональную компетенцию и навыки в сфере: составления программ и планов для проведения экспериментов и научных исследований; выполнения поставленных задач в области научно-экспериментальной деятельности, являясь ответственным исполнителем или работая под началом научного руководителя; обеспечения экспериментов, исследований, технологических и проектно-конструкторских разработок необходимыми программами и информацией; разработки математических моделей, описывающих процессы на объектах ракетно-космической техники, учитывая системный подход; проведения анализа и обобщения результатов, используя современные достижения науки; определения экономической эффективности выполняемых работ; редактирования и подготовки публикаций научного характера; управления конструкционными разработками изделий; математического моделирования задач, направленных на оптимальное проектирование объектов космической и ракетной техники, комплексов и технологических процессов, а также систем жизнеобеспечения; проведения стендовых и лабораторных испытаний, обрабатывая приборы ракетно-космической техники; проектирования аппаратуры, необходимой, чтобы проводить эксперименты и регистрировать их результаты; контроля над качеством произведенных агрегатов, изделий и приборов; организации эффективной работы персонала в проектно-конструкторском подразделении; достижения баланса между затратами на производство объектов и полученной прибылью после продажи.","Интересную работу магистрам предлагают на должности инженера-конструктора или разработчика ракетных комплексов. В России существует большая сеть конструкторских бюро и НИИ, которые занимаются разработками в сфере ракетно-строительной техники. Свои прикладные знания специалисты смогут применить, проектируя бортовые и наземные системы управления полетом и комплексы наземных объектов. Интересной и сложной будет работа в военно-промышленном комплексе. Магистры также могут работать педагогами в колледжах и ВУЗах, передавая молодым специалистам знания по профильным предметам."
"24.04.02","Системы управления движением и навигации","",""
"24.04.03","Баллистика и гидроаэродинамика","Магистерская степень предполагает у студентов развитие таких способностей, как: собирать, анализировать и систематизировать данные из специальной литературы в области изучения летательных приборов, кораблей, транспортных средств, гидроаппаратов; определять и формализовать задачи; проводить расчеты и исследования гидроаэродинамических и баллистических показателей; разрабатывать методики для проектов баллистики, гидроаэродинамики и динамики; разрабатывать облик объектов; согласовывать проекты со смежными департаментами на предприятии; составлять рабочую техническую документацию, оформлять законченные работы; оказывать техническую помощь в процессе изготовления, испытания и сдачи в эксплуатацию разработанных объектов и изделий; описывать параметры и характеристики объектов, используя математические методы; выбирать методы, способы и средства для решения поставленных задач; обрабатывать и анализировать полученные результаты исследований; выполнять преподавательскую работу в ВУЗах на должности ассистента; разрабатывать методические материалы, необходимые студентам в процессе обучения; тестировать программные продукты; составлять лицензионные и патентные паспорта.","Нередко магистры данного профиля трудоустраиваются авиаконструкторами и авиационными инженерами. Интересными направлениями профессиональной реализации являются также должности авиамеханика, инженера-аэродинамика и инженера-баллистика. Выпускников принимают на работу российские и иностранные компании, научные центры. Чаще всего в зависимости от выбранного профиля магистры смогут руководить работой коллектива на определенных участках. К ним относятся баллистика, динамика полета, эффективное управление системами, проектирование систем навигации, стабилизации и наведения."
"24.04.04","Авиастроение","Для успешного выполнения профессиональных задач выпускник должен уметь:  представлять современные тенденции в развитии авиационной техники; проектировать и конструировать летательные приборы и их детали; проводить анализ процесса производства, разработки и сервисного обслуживания летательных аппаратов; использовать новейшие информационные технологии и системы с целью создания технических, эскизных и рабочих проектов для авиационных изделий; представлять систему поддержки жизненного цикла летательной продукции; использовать технологические методы в производственных процессах авиационной техники; организовывать работу в направлении совершенствования выпускаемых изделий и их элементов; унифицировать выпускаемые авиационные изделия и проводить мероприятия, направленные на их соответствие международным требованиям и стандартам; использовать научные методы для проведения исследований; применять на практике основные законы природы и фундаментальные физические законы в сфере механики, электричества и магнетизма, термодинамики и атомной физики; собирать, анализировать и обрабатывать информацию, связанную с темой исследований; решать системы алгебраических и дифференциальных уравнений, а также применять знания в области теории вероятности, математической логики и статистики; пользоваться типовыми программными продуктами, необходимыми для решения поставленных задач; знать основные законы экономики; планировать, организовывать и руководить проектно-конструкторскими работами; разрабатывать тактику и стратегию применительно к рыночным отношениям.","Для руководства коллективом разработчиков необходим опыт работы и диплом магистра в сфере авиастроения. Выпускники активно занимаются внедрением инновационных технологий в производство. Начиная с должности младшего проектировщика, магистр может через несколько лет стать начальником подразделения. Некоторые работают преподавателями профилирующих дисциплин в высших учебных заведениях. Другие ищут свое призвание в научной сфере, становясь руководителями проектов по разработке новых приборов, а также исследованию и применению свойств аэродинамики. Большую популярность набирают руководящие должности на авиастроительных предприятиях в сфере маркетинга и PR, где реализовать свои способности смогут молодые и амбициозные специалисты."
"24.04.05","Двигатели летательных аппаратов","Программа обучения предполагает углубленное изучение следующих профессиональных дисциплин: инженерная графика; материаловеденье; теоретическая механика; электроника и электротехника; стандартизация, сертификация; метрология; автоматика и управление; испытания, эксплуатация ракетной и авиационной техники; теория авиационных двигателей; авиационное, радиоэлектронное оборудование; конструкция авиадвигателей, летательных аппаратов; радиоэлектронное и авиационное оборудование; гидромеханические системы; техобслуживание летательных аппаратов; производство, ремонт летательных аппаратов и др.","Выпускники магистратуры, благодаря фундаментальным знаниям, могут работать руководителями или инженерами, специалистами на предприятиях, которые занимаются проектированием, конструированием, исследованием, отработкой, производством, маркетингом, ремонтом, эксплуатацией, утилизацией двигателей летательных аппаратов. Осуществлять педагогическую деятельность можно на базе специальных учебных заведений, кафедр. Заниматься научно-исследовательской работой можно в конструкторских, научных организациях. Предусмотрена возможность продолжения образования в аспирантуре."
"24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","Программа специалитета предусматривает освоение студентами следующих профессиональных задач: анализ состояния и перспектив развития ракетно-космической, ракетной техники; создание математических моделей объектов ракетно-космической, ракетной техники; техническое проектирование изделий с использованием твердотельного компьютерного моделирования; разработка технического задания по проектированию сооружений и конструкций наземного комплекса; руководство ходом научно-исследовательской работы; проведение математического моделирования изделия, его подсистем; проведение оценки технического состояния наземного комплекса с целью предотвращения аварийных ситуаций; разработка технологического процесса изготовления ракетно-космической техники; разработка систем контроля и технологической оснастки ракетно-космической техники; составление организационно-технической документации; разработка, внедрение систем долговременного контроля и диагностирования несущих конструкций, стабильности наземных сооружений; управление исполнительским коллективом; организация регламентных, ремонтных работ на ракетно-космическом комплексе; экономическое оценивание затрат на обеспечение качества и разработку изделия; выбор, проектирование аппаратуры; проведение различных испытаний; внесение технических предложений и рекомендаций по совершенствованию узлов, агрегатов, изделия в целом.","Выпускники специалитета по данному направлению могут занимать должности инженера-конструктора ракетно-космической, авиационной техники, крылатых ракет, ракетно-транспортных систем, скоростных подводных аппаратов, а также инженера-проектировщика наноспутников, ракет, ракетно-космических систем; специалиста по эксплуатации ракет, ракетно-транспортных систем, скоростных подводных аппаратов, технических, стартовых комплексов космических аппаратов, ракет; маркетолога авиакосмической техники. Местами трудоустройства послужат механические и заготовительные цеха заводов-изготовителей изделий для ракетно-космического комплекса, кроме того, технологические и конструкторские подразделения организаций, которые занимаются изготовлением и разработкой изделий для ракетно-космического комплекса.   "
"24.05.02","Проектирование авиационных и ракетных двигателей","Образовательная программа специалитета позволяет студентам научиться справляться со следующими профессиональными задачами: разработка документации; оформление завершенных проектно-конструкторских работ; расчет и конструирование узлов, деталей энергетических установок, двигателей согласно техническому заданию; осуществление связи между конструкторскими, расчетными, производственными, испытательными и планово-экономическими подразделениями; разработка технологических процессов энергоустановок, ракетных, авиационных двигателей; внедрение перспективных конструкционных  материалов, способов формообразования, готовых деталей в производство; разработка технического задания для нестандартного оборудования; выбор способов реализации технических процессов для изготовления ракетных, авиационных двигателей; обеспечение технологичности изделий; участие в освоении, доводке технологических процессов производства новой продукции; проверка качества наладки, монтажа при сдаче и испытаниях новых образцов; контроль технологической дисциплины; выбор систем экологической безопасности в момент проведения работ; анализ причин брака, разработка способов его устранения, профилактики; выполнение научных исследований; выбор методик проведения испытаний, организация экспериментов, обработка результатов; подготовка отчетов с результатами исследований; разработка систем измерений различных экспериментальных установок; организация работы исполнителей.","Выпускнику специалитета по данному направлению предоставляется возможность выбирать из большого спектра профессий, таких как: инженер-испытатель энергетических установок, авиационных двигателей, жидкостных ракетных электроракетных двигателей и двигателей на твердом топливе, энергетических установок как летательных аппаратов, так и наземного применения; помимо этого, выпускник может работать инженером-конструктором авиационных двигателей, энергетических установок, жидкостных ракетных двигателей, двигателей твердого топлива, систем охлаждения, тепловой защиты в ракетных, авиационных двигателях. Специалист может стать инженером-механиком, проектировщиком, расчетчиком. Места работы – научно-исследовательские центры, заводы, конструкторские бюро."
"24.05.03","Испытание летательных аппаратов","Студенты по данному профилю учатся: осуществлять работы, необходимые для обслуживания испытательного оборудования, энергетических и силовых систем; осуществлять контрольные мероприятия и определять работоспособность эксплуатируемого оборудования; прогнозировать техническое состояние объектов; технически эксплуатировать оборудование, опираясь на требования нормативной и рабочей документации; сопровождать модификационные работы, разрабатывать и заменять детали и элементы приборов; организовывать безопасные условия для проведения испытательных мероприятий; осуществлять маркетинговые исследования в области сервисных услуг; осуществлять надзор за безопасностью на испытательном оборудовании; организовывать внутренний аудит; руководить коллективом работников; совершенствовать структуру управления и организации на предприятии, связанную с техническим обслуживанием и ремонтом; разрабатывать нормативные документы в сфере технического обслуживания; формировать цели проекта, а также определять критерии и параметры, характеризующие их достижение.","Данная специальность открывает широкие возможности в трудоустройстве. Студент может выбрать профессию авиационного механика по планеру и двигателям, бортинженера. В направлении опытно-конструкторской деятельности он может стать испытателем деталей, приборов и изделий.  Те, кто в полном объеме изучил механику, могут работать с двигателями и стать испытателями новых моделей. В научную сферу чаще всего без опыта работы принимают в качестве лаборантов. Выпускники могут заниматься газодинамическими, электромеханическими испытаниями и измерениями. Некоторые выпускники становятся слесарями."
"24.05.04","Навигационно-баллистическое обеспечение применения космической техники","В высших учебных заведениях, в которых существует военная кафедра, срок обучения по данному направлению составляет пять лет на очной форме. За это время студент должен научиться обеспечивать, с точки зрения баллистики и навигации, возможность проведения испытательных мероприятий и приема в эксплуатацию космической и ракетной техники. Особенное внимание уделяется подготовке к использованию программных продуктов для выполнения функций по управлению полетами. С точки зрения расчетно-проектной деятельности, студенты должны освоить умения: собирать и анализировать данные для выполнения проектов в ракетной и космической сфере; исследовать, рассчитывать и прогнозировать баллистические, аэродинамические и кинематематические параметры; определять динамику полетов и управлять движением объектов; управлять и планировать полет объектов ракетной и космической техники; рассчитывать управляющее воздействие на технику; проводить теоретические и экспериментальные исследования.","Получившие образование по данному профилю, как правило, трудоустраиваются в военно-промышленный комплекс на должность испытателей ракетно-космической техники. С помощью полученных знаний и освоенных методик специалисты внедряют в эксплуатацию образцы с лучшими баллистическими и экономическими показателями. Многие студенты стремятся устроиться проектировщиками, что требует глубоких знаний в области начертательной геометрии и механики. Некоторые отправляются на поиски своего призвания в научную сферу, где с должности лаборанта могут вырасти до руководителя проекта. Полученных знаний в области организации труда будет достаточно для того, чтобы координировать работу небольшой группы людей и совместными усилиями добиваться оптимальных результатов."
"24.05.05","Интегрированные системы летательных аппаратов","На данном профиле  студентов будут обучать:  разрабатывая комплексы летательных аппаратов, собирать, анализировать и систематизировать исходную информацию; готовить задания для разработки проектных решений; проектировать интегрированные системы; разрабатывать нормативы и техническую документацию; выполнять проектирование конкурентоспособных приборов и их эскизов, используя автоматизационные системы и опираясь на технические требования, задания и стандарты; проводить технический анализ проектов, используя вычислительную технику; согласовывать с другими департаментами предприятий разрабатываемые проекты; составлять описания устройства систем и принципов их работы, обосновывая принятые решения; внедрять разработанные проекты и оказывать техническую помощь в процессе изготовления, испытания и сдачи в эксплуатацию; обеспечивать производство конкурентоспособной продукции и сокращать материальные и трудовые затраты на ее изготовление; готовить информационные обзоры, рецензии и отзывы на технические документы.","Профессиональная деятельность специалистов данного профиля связана с интегрированными бортовыми системами самолетов, ракет и вертолетов, необходимых для их нормального и целевого функционирования. Неразрывной профессией с этой областью является инженер-разработчик программного и математического обеспечения данных объектов. Перспективным направлением является трудоустройство в военную авиацию. Чаще всего студентов принимают на работу в конструкторские бюро и НИИ. При этом хорошая подготовка в высших учебных заведениях позволяет многим выпускникам отправляться за границу и реализовывать свои способности там.  "
"24.05.06","Системы управления летательными аппаратами","Данный профиль готовит студентов работать с управляющими, навигационными и электроэнергетическими комплексами летательных аппаратов; приборами и системами ориентации. Изучение некоторых дисциплин позволит также управлять коллективом исполнителей для достижения наилучших результатов профессиональной деятельности. Профессиональные педагоги научат: анализу подвижных составов аппаратов; выполнению проектных и конструкторских работ в управленческой сфере летательными аппаратами; математическому моделированию отдельных процессов и устройств, используя стандартный пакет компьютерных программ; использованию компьютерных технологий и средств автоматизации, разрабатывая проекты приборов, комплексов и систем; осуществлению организационно-управленческих работ; разработке бизнес-планов; проведению технико-экономического обоснования и анализу разрабатываемой техники; подготовке документации для осуществления менеджмента качества процессов и технологий в производственных подразделениях; осуществлению доводки и освоению технологических процессов; разработке и испытанию моделей управленческих систем движения и навигации; наладке, регулировке, настройке и проверке приборов, систем и устройств на испытательных полигонах и промышленных предприятиях; проведению измерений и наблюдений; выполнению теоретических, натурных и лабораторных исследований.","Большинство специалистов претендуют на должности авиационных инженеров, пилотов и инженеров по управлению летательными аппаратами. Вместе с тем многие становятся конструкторами, разработчиками и системотехниками. Основными местами работы становятся различные конструкторские и проектные бюро, а также НИИ. Нередки случаи принятия выпускников на должности специалистов по авионике, монтажу электрооборудования и разработке пилотажных и навигационных комплексов. Получившие необходимый объем знаний в сфере информационных технологий также работают на должности инженеров в сфере обслуживания и ремонта компьютерных систем управления."
